जोनोम लायि
इन्द्रियजों मोनदांहायि
आखान्थि गोनां
आगोलाव थांग्रा
जौगाफु
जौगालु
सिगांहरनाय
बारहोहरनाय
दानथेथावि
दानथिजायि
जुक्ति गैयि
लेहेम
गोहो गैयि
बोलो गैयि
थि
दोरोदै
गोरा
जिउ गैयि
जिउ गैयै
थांखि गोनां
फसंजाथाव
गायसनजाथाव
बाखनायजाथाव
बाखनायथाव
गेदेमा
गेदेर
गेदेद
गिदिर
गिदिद
मोनद आसिगोनां
अरायजोर
बायरोङि
जिरोङि
बायनो रोङै
अरय सेंग्रा
दैजिङाव थाग्रा
दैरुगुङाव थाग्रा
दै सेराव थाग्रा
सुवि
सुयि
जखा लायि
गाज्रि दाथाय
समायि दाथाय
फेजेनजायि
फेजेन जायै
दबथायजायि
दबथाय जायै
आखलगैयि
मोजां आखल नङि
आखल गैयै
बैयो जायि
बैसो गैयै
नाबालग
गोरलैयै फोथायग्रा
थाब फोथायग्रा
जेथो गोनां
जेथो
खाफालनि सिङाव
बरादनि सिङाव
सिफायजायै
सेफायजायि
सेफायजायै
बायहोजायि
बायहोजायै
खानथि गोनां
खान्थि गोनां
फारिखानथि गोनां
फारिखान्थि गोनां
रानख्रेब
रानख्रें
रानथें
रान्थें
सान्दुं खामाजानाय
सान्दुं खामानाय
लेहुवा
एलेहुवा
खामानि मावि
खामानि मावै
बिबाद गैयि
बिबाद गैयै
दानगारनो हाथावि
दानगारनो हाथावै
दानगारजाथावि
दानगारजाथावै
दानगारथावि
दानगारथावै
अबंनिदान
इसोरनि दान
बारबोनाय
आवग्रिनाय
बुलाबायग्रा
बखिलाबायग्रा
नाङा-फाङा बुंग्रा
रायज्लायलाबायग्रा
रिंसर गोरोबथि गैयि
रिंसर गोरोबथि गैयै
रुजुथावि
रुजुजाथावि
रुजुथाव नङि
रुजुथाव नङा
बिख्लोआरि
बिख्लोनि बेराम
असैथो
गोसो होसोमग्रा
गोसो बावसोमग्रा
गोबां रागा
रागा
उन्दै-उन्दै गथ
उन्दै गथ
इयुन सानरोङि
इयुन सानरोङै
नुयि
नुयै
होनो हायि
होनो हायै
गावथाव
मोनथांख्रा
मोनहांनाय
मोनफुनला
गोमोनहां
नेहाद
अधम
खावसे गेवनाय
गेवफ्राम
मरगोनां
भास गोनां
आरजाथाव
जग्य गोनां
गसंनाय
थानाय
फसंनाय
जिरायनाय
हाखु-दाखु
हाखा-दावरा
आथुर
हांखुर
धैर्ज गैयि
धैर्ज गैयै
धर्ज गैयै
धर्ज गैयि
ध्यान गोनां
ध्यानि
गंग्लायै
गंग्लायि
खुलुमजाथाव
सिफायि
बायि
सिरि थाग्रा
स्रि स्राय थाग्रा
निजोम थाग्रा
गोरोबलायि
मिलिलायि
गोरोबलायै
मिलिलायै
मिलायलायै
थांखि गैयि
थांखि गैयै
लोबबा गैयि
सोमोन्दो गैयि
सिमा गैयि
सिमा गैयै
मेगन सानायगैयि
मेगन सानाय गैयै
जाथाय जाथावि
जाथाय जाथावै
गोबां बोसोरनि
बांबोसोरनि
गोदना रानखांनाय
आफिं जाग्रा
आफिम जाग्रा
निसा लाग्रा
फेनाय लाग्रा
सैथो मावग्रा
थार मावग्रा
हास्थायसुला नङि
हायस्थायग्रा नङि
हास्थायग्रा नङै
गिथावना
गिथाव
गिथाव-बाथाव
थाबायग्रा
थाबायना थांग्रा
थाबायना सोलिग्रा
गारि-मथर गैजायि
बाहन गैजायि
जान-बाहन गैजायि
रथाव गैयि
रथाव गैयै
सरगैयि
सरसागैयि
सरसागैयै
सरगैयै
नलिनै गोनां
नलि मोननै गोनां
मुहुनि गोनां
मुहिनि गोनां
मुजिनाय गोनां
आरज खालामग्रा
आरजगिरि
गोनां
नांगौथि गोनां
गलायदेरि
गलायदेरै
गोथार
सायखनाय
बासिनाय
देलायहोयि
देलाहोयै
देदला
देदला-माद्ला
बुहुदनि
बुहुद-फ्रेथानि
भुतनि
भुत-फ्रेथा
भुहुद गोनां
भुत गोनां
हाजदनि
हाजतनि
एसेल बुंग्रा
खम बुंग्रा
खम रायज्लायग्रा
एसेल रायज्लायग्रा
हाथरखि गैयि
हाथर्खि गैयि
हाथरखि गैयै
हाथर्खि गैयै
आंगुर गाबनि
आंगुर गाबारि
सादुनि बादि
सादु बादि
मिजिंथाव
मिजिंजाथाव
आसाखालामजाथाव
हाबिला खालामथाव
हाबिला खालामजाथाव
जोबरोङै
जोबरोङि
गोमोरोङै
गोमारोङि
गोमालाङै
गोमालाङि
महर गैयि
महर गैयै
देहा गैयै
ग्रिक
हामजाथावि
हामजाथावै
बानजाथावि
बानजाथावै
खहा गोनां
थांखि दोरोदजानाय
थांखिदिंग्रायजानाय
असमिया
आसामारि
आसामि
गाहाय हारि
गाहाय बंस
अन्थाइ बिखा
अन्थाय बिखा
जाग्रा फसलारि
जाग्रा फसल
गुजराति
बावगारलांनाय
बावलांनाय
थालांनाय
बावनाय
गोसो खाङि
गोसो खाङै
जानाव गाखोनाय
बिलाइ गैयि
बिलाइ गैयै
जक्षा गोनां
गाग्लोबग्रा
मोनफैथारनाय
सफैथारनाय
बोलोगोरा
दानि
दान होग्रा
एंगारनो हायै जानाय
नागारनो हायै जानाय
एंगारनो हायि जानाय
नागारनो हायि जानाय
देलायनाय
साजायनाय
हारि दिन्थिग्रा
फोलेर दिन्थिग्रा
गुबननि जाग्रा
मालायनि जाग्रा
फारसे
गोग्गानाय गैयि
गोग्गानाय गैयै
दुगानाय गैयि
दुगानाय गैयै
गोगानाय गैयि
गोगानाय गैयै
दुनाय गैयि
दुनाय गैयै
मिथिसारजानाय
बयजोंबो मिथिजानाय
गासैजोंबो मिथिजानाय
खासि खालामि
खासि खालामै
आदर गोनां
मान गोनां
सनमान गोनां
हाजदारि
सुस्रांथाव
समाधान खालामजाथाव
समाधान जाथाव
दसालिया फिसा
गोरा थिरांथा गैयि
गोरा थिरांथा गैयै
राफोद थिरांथा गैयि
राफोद थिरांथा गैयै
दुथां आखु
नेहाद आखु
आर्ज हारियारि
आर्ज जातिनि
आर्ज हारिनि
उथ्रिनाय
देरहानाय
पास
गुन गोनां
गोरोन्थि नायसंग्रा
गोरोन्थि नायसनग्रा
निन्दा खालामग्रा
हेंथा होग्रा
बेरेखा खालामग्रा
खावजानाय
दैखारजानाय
लांखोमानाय
खानाय
बुन्देलखन्दारि
मोजाङै मिथिजानाय
सामबेदारि
सामबेदनि
बुध्द धोरोमारि
बुध्द दोहोरोमारि
धोरोमारि
दोहोरोमारि
आस्रय लाग्रा
सथबग्रा
सुस्रांजाथाव
संगालि
जासुसि
गाज्रि बेबहार
गाज्रि बाहायग्रा
गोदै गैयि
गोदै होयि
आथिंजों नानाय
आथिंजों गासिनजानाय
दानगारनाय
आंगोनि फाव
दावहा लुबैग्रा
गोबां दानहोग्रा
सार्थ एंगारनाय
गावखौल साननाय एंगारनाय
हा जानाय
हाजों गोरोबनाय
बैस्या
देहा फानग्रा
रेन्दि
बैथालि
हिनजावनि
गाइखेर होयि
गाइखेर होयै
हाथायनि
बाजारनि
उदै दुहोग्रा
उदै दुख्रांहोग्रा
उदै दुखोहोग्रा
सहायनाय गैयि
गोरा बिबुंथि गोनां
गोरा मत गोनां
दबथाय हायि
होबथा हायि
हमथा हायि
खैफोद गोनां
आफोद गोनां
निदान गोनां
उदै दुख्रांनाय
उदै दुनाय
गोदान खालामफिनजाथाव
मुदांखा
नामजादा
मोजां हास्थायि
मोजां लुबैयि
गाहाम हास्थायि
गाहाम लुबैयि
सोलो गोनां
सियानि
सस्था
एसेल बेसेननि
इसेल बेसेननि
गथ बादि
खुदिया बादि
उन्दै बादि
करोरफति
कौटि रांनि बिगोमा
खथ्रा-खथ्रि
खुथ्रा-खुथ्रि
अग्रा-अग्रि
हख्ला-हख्लि
खामानिखौ फोथायग्रा
जिनैदानारि
बारमासि
खुगा गोसा
गथफोर बाहायथाव
उसुबिधा गोनां
खैफोद बारगहोग्रा
खैफोद होखारग्रा
गाहासिन
गाहाय
फिसा
मेगन थायसे खाना
थायसे मेगन खाना
अंगनि
अंगवारि
उखुन्दै गाबनि
उखुन्दै बादि
गोनोगोथो
दगमग
ददमाद
ददमद
हारिमु मोजां मोनग्रा
हारिमु अनफावरि
हारिमु अनसायग्रा
थुनलाइ मोजां मोनग्रा
थुनलाइ अनफावरि
खन्थाइ मोजां मोनग्रा
खन्थाइ अनसाइग्रा
खन्थाइ अनफावरि
नायथावि
नायथावै
नायजाथावि
नायजाथावै
खोनासंथावि
बाग्लायनाय
बानाय
बाथाव
बाग्लायथाव
खोनासंथाव
सरसा खालामनाय
बिथोन होग्रा
बिथोनगिरि
हुखुम होग्रा
हुखुमगिरि
खामानियाव बाहायनाय
गोमोलें
गोमोले
गेरुवा
मा बादि
मा रोखोमनि
गोरा बिगुर गोनां
गोरा बिगुर
दबथायहायि
मोनबा खनायारि
बाखनायारि
निमाहा होग्रा
खेमा होग्रा
माब होग्रा
निमाहा बिग्रा
खेमा बिग्रा
माब बिग्रा
खायसो गोनां
उपद्रुख गोनां
फिननो हायि
फिननो हायै
आखा फाखा
खायदा गोनां
खायदा गोरों
गोसो खुसि
रंजाखुसि
गोजोनग्लाय
हाब्रु गोनां
हाब्रु गोजा
गाज्रि लिरनाय
मोजां लिरि
मोननाय
सेवनाय
फेस्ला गैयि
मिनिथाव नङि
दोगोन जायि
हजम जायि
दुखुगोनां
दुखु-दाहा गोनां
गुबुन हादराव थाग्रा
बायजो हादराव थाग्रा
दै सारनाय
जारें
जारोम
न आस्रामाव थाग्रा
न आस्रमाव थागिरि
आमोखा
आमुखा
फोरला
सोमब्रोम
गोसोमब्रोम
खासायनाय
खासि खालामनाय
सलमा सोमोन्दै
सलमायारि
घुस जाग्रा
रां जाखर
जारौरौ
जारां
सिन्दुर गाबनि
आदैनि
मस्ला गोनां
मसला गोनां
मस्ला-मस्लि गोनां
मस्ला-बानलु ज्रोम
संख्रि-बानलु ज्रोम
खान्थि गोरों
जोंख्लाब-जोंख्लिब
जोंख्लाब-माख्लाब
जग-मग
ख्लाब-ख्लिब
जोंगा-मागा
जोंदा-मादा
जोंख्लाबनायगोनां
जोंख्लाब माख्लाब
जोंदाव मादाव
गोदैराव बुंग्रा
गावनाय
गाज्रि जानाय
खामानियाव फैनाय
खामानियाव सोलिनाय
खामानि गोनां
फाख्रा-सिख्रा
फोथा गोनां
सिन गोनां
जोरनाय
थिखिनाय
थावरिनाय
गाज्रि आखु
गाज्रि आसार
गाज्रि हुदा
सानैसोल
एसेल
साफा-सानै
फोरोंथाय मोननाय
ट्रेनिं मोननाय
नागारलायनाय
गावस्रालायनाय
महरखौ लाना गोग्गाग्रा
महरखौ लाना दुगाग्रा
लेखायारि
लेखानि
कागजनि
कागजारि
हमथानाय गैयि
हमथानाय गैयै
खिफिदै मोनामसुग्रा
खिथु सोलाग्रा
हाग्रायाव थाग्रा
हाग्रानि
हाग्रायारि
मेजेम गैयि
मजेम गैयै
मेजेम गोनां
थाव गोनां
थेद-थेद
थेखो
मुलुगदांखा
बुहुमदांखा
गेसेव
गेसाउ
गेसेव-गोफोन
गेसाउ-गोफोन
सेवग्लिनाय
साथोब खानाय गोनां
सानाय साथोब
बोरायथार
गोबां बोराय
जोबोर बोराय
जोबोद बोराय
नांलायग्रा
बुलायग्रा
बाथ्रा हेबग्रा
बाथ्रा हेबल
खोथा हेबग्रा
खोथा हेबल
बोरनाय गोनां
जावलिया गोनां
जाउलिया गोनां
माल लाखिथुमग्रा
माल लाखिग्रा
कुसुम गाबनि
कुसुमि गाब
इन्दियखौ देरहा
इन्द्रियखौ फेजेन
बेगरनिफ्राय सोमजिग्रा
बेगरनिफ्राय जाग्रा
बेगरनिफ्राय रजग्रा
धोरोमनि गियान गोनां
धोरोम गियान गोनां
बेदनि गियान गोनां
बेद गियान गोनां
दैलाव
दैस्रां
दैब्रां
खासि बोरमा
बोरमा खासि
खासि
खेख्रा खेंख्रि थांग्रा
खेख्रा खेंख्रि थाबायग्रा
अंगखेंख्रा
खेंख्रा अंग गोनां
नाव-जाहाज सालायजाथाव
गोजां बोथोरनि
गुसु बोथोरनि
खुन्दुंनि
दंफां मुरा
मुरा
उन्दुनो ओंखारनाय
मुगलारि
मुगलनि
हाबग्रा
खाब्रां
रंगिना-संगिना
थियारि
थामथिम
थाम-थिम
थिखथाख
थाख-थिख
थार गैयि
तार गैयि
थार गैयै
बेथार
बेतार
हायाव थाग्रा
गोजाम आब्रुथि मानिग्रा
गोजाम खान्थि मानिग्रा
गोजामखौ हमथाग्रा
गाइखेर लोंग्रा
गाइखेर लोंना थांना थाग्रा
गोरिब अनग्रा
गोरिब अनसायग्रा
बेरा गोनां
बेरानि
गाइखेर होग्रा
गाइखेर गाबनि
गुफुर गाबनि
नै थालायारि
नै थालानि
लोदो लोदो
लोदोदो
फावदुरदुर
उदां
लिंनाय
गोदै
मासुल होयि
मासुल होयै
खाब्रां बुंग्रा
खाब्रां रायज्लायग्रा
खाब्रां रायलायग्रा
गोदान खालामफिननाय
गोरैल गथ गोनां
खुदिया गोनां
गथ गोनां
निरामिस
ना-बेदर गैयि
ना-बेदर गैयै
थैहां
बिजिरजानाय
बेखेवनाय
बेखेवथिनाय
माखननि
माखन गोनां
भट मोनथाय गोनां
जोहोलावफोर गैयि
जोहोलावफोर गैयै
नेम गोनां
नेमि
हराव दावबायग्रा
हराव ओंखारग्रा
हराव थाबायग्रा
उन थांना थाग्रा
उनाव थांना थाग्रा
उननि थांग्रा
सदबांसा लानाय
थिरांथा लानाय
गरन्थ लानाय
थांखि लानाय
थार
रोखा
थिरां
लाजि गैयि
लाजनाय गैयि
लाजिनाय गैयि
लाजि रोंथारि
लाजि रोंथारै
लाजि गैथारि
लाजि गैथारै
मोजां गोसोनि
मोजां गोसोगोनां
मोजां गोसो गोनां
फान्थावारि
फान्थाव गाबनि
गेजेर
मदद होजानाय
मदद होनाय
होखारजानाय
हुरनजानाय
लाजिनाय
लाजि मोननाय
एसेल फुन्जि गोनां
एसे फुन्जि गोनां
एसेल थुबिल गोनां
एसे थुबिल गोनां
रेसमि
रैसोम
हाथाय गोनां
इन्द्रखौ फेजेनग्रा
हारि गैजायि
हारि गैजायै
हासार गैयि
फुलुं गैयि
आखाइ मिहि
आखाय मिहि
मिहि आखाइ
मिहि आखाय
गथा
दाथा
खारा
गाव उदै सुफुंग्रा
गावखौल सानग्रा
फाग्ला
फागोला
जावलिया
बावला
बोरनाय
होनांगौ
मोननांगौ
लान्जाइ गोनां
लान्जाय गोनां
थोरोबसे गोनां
थोरफोसे गोनां
फिसाज्ला गोनां हिनाजव
फिसाला गोनां आइजो
मलार गोनां
जिल्द गोनां
फिसाज्ला गोनां
फिसाला गोनां
महाफाफ खालामग्रा
महाफाफनिगिरि
फिसाज्ला मोननो हास्थायग्रा
फिसाज्ला मोननो लुबैग्रा
राम मुंनि
राम नामनि
स्टाम गोनां
नेजानाय
नेनाय
गोबां
बुरजा
आयंनि
जौसाङारि
फैसालियारि
आमाइनि
उन
खुसरा
गोलाउ
गोलाव
बोस्लायजानाय
सोलायजानाय
बदलायजानाय
बाला गोनां
बालागोनां
जिनाहारि खालामग्रा
जिनाहारि मावग्रा
फाव खालामफ्लाग्रा
खालामफ्लाग्रा
फाव दिन्थिफ्लाग्रा
दिन्थिफ्लग्रा
जिरायहोफिननाय
फजफिननाय
दोनथुमजाथाव
दोनथुम जाथाव
थिजाथाव
सावथारजायि
सावथारजायै
खामि
खामै
मुसिनि
मुसियारि
फेग्लिनाय
माथाल जानाय
फेनायव गोदोनाय
सिबिनायगोनां
सिबिनाय गोनां
भक्तिगोनां
दिन्थिफुंनाय
दाखोन गोनां
दागो गोनां
दाग गोनां
गोजाननिफ्राय सफैनाय
गोजाननिफ्राय फैनाय
खोमा हाजानाय
रगरग
रग रग
सिबिगिरिखौ अनसुग्रा
सिबिग्राखौ अनग्रा
फुजिग्राखौ अनग्रा
खाबु लाग्रा
सुबिदा लाग्रा
सुजुग लाग्रा
रंजा खुसि
आमत गोनां
रंजानाय गोनां
मोदाय-असुर गोनां
मोदाय-असुरारि
थाम खनायारि
खनाथामारि
मोनथामखनायारि
धार गोनां
धारगोनां
दाहार गोनां
दाहारगोनां
हासार गोनां
सोमजिनाय गोनां
बुथारग्रा
फोथैग्रा
सिथारग्रा
थाव थाव
थावथाव
फर फर
फरफर
थादनाय गैयि
थादनाय गैयै
जिरायनाय गैयि
जिरायनाय गैयै
मुं मिथियै
बेनामि
बुहाहा
बुहेहे
गरम
गुदुं
आरबनि
आरबि
लाजिगुसु
लाजिसुला
सासु मासु
दैबाना लोमनाय
दैबाना जानाय
दैबानाजों लोमजानाय
बाना जानाय
बानायाव खहा जानाय
दैबानायाल खहा जानाय
बारगोनां
जिउमानि गियान गोनां
स्नि गाबारि
स्नि गाबनि
स्निगाबारि
स्निगाबनि
फेस्ला
जंखायसुला
जंखायलुग्रा
रंजालु
थामसा खालामग्रा
रंजा-खुसि खालामहोग्रा
मिनिहोग्रा
बारुवा
रुफा गाबनि
रुफा रंनि
आखल साबस्रांहोग्रा
आखल साबहोग्रा
लाखपति
लाख रांनि बिगोमा
गोथै जाग्रा
गासै जाग्रा
गासैखौबो जाग्रा
बिगोमा गैयि
बिगोमा गैयै
बिगुमा गैयि
बिगुमा गैयै
खंगा
मोजां सिनायज्लायनाय
